filename,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
./datasets/0/0_theo_46.wav,-526.242245084334,192.830011558672,-63.81350781956628,29.413357089083274,41.195317519262225,-33.03665091377553,2.859373075770135,-5.265696892565354,-27.956070418247073,9.349799386089671,-8.66349635613064,-22.6132251216914,10.060741184797308,-3.4646699136280192,-7.750012004611881,13.366014442614127,-7.249762069807941,-12.66810427972263,-0.4454872385240584,-15.339437545894521,0
./datasets/0/0_yweweler_45.wav,-396.4176197008019,163.8010201592657,-31.24202850610647,6.441130488790398,15.647002224489057,-30.616828362891276,-1.8172179095500147,3.9420687788897437,-21.12894488733955,-4.892429003999162,-3.9115975277763453,-13.838156245510438,1.6895106831983853,-0.9506974700382559,-9.462310768435291,-0.005413886968345572,-1.4991004790141933,-2.856599595420699,2.1779041669612367,-4.191779336471119,0
./datasets/0/0_nicolas_6.wav,-343.80287214184705,195.91070988270167,-45.14682067342943,48.00163273860012,36.735513902308114,-36.70451934330476,18.041639666726024,2.7227509618759753,-33.68299746384326,3.8382520403242943,-17.741936678463762,-34.41574495249246,4.199131900434577,-5.645564711654995,-10.088129534140755,10.755812041286397,-6.145554074199988,-3.9147766047429258,9.490811433099733,-8.961272281631059,0
./datasets/0/0_nicolas_39.wav,-340.68685686200695,185.1678033938017,-52.115836162372474,45.06734302856184,35.979508406205234,-34.556076635958846,13.554589323562237,-4.977555309328069,-30.030060451619278,16.529187823218003,-4.784513800269926,-24.786296668560663,7.751193403746148,-5.5938725265535165,-11.090620682942856,9.330043220624574,-3.205437612779021,1.1807080079205252,10.243678549561972,-8.869171266905157,0
./datasets/0/0_jackson_46.wav,-297.96506373253436,171.5399725129401,-4.29699542860227,34.428290484720435,32.13046621087529,-16.79232886543893,-6.057523682850009,-22.73393952313033,-32.35590366645866,-5.938720643014795,-22.2905303007745,-22.10865706143672,10.423150081374835,-5.026797068225766,-15.72120548894441,-1.3651261148349585,-13.616113423783087,-10.21380665334992,2.145688458106199,-16.931606636651942,0
./datasets/0/0_nicolas_11.wav,-333.72590881868916,204.13764351980484,-53.179005569427964,33.50911352046576,30.294340816072015,-35.36835520236933,16.38956847458163,-1.9870604441863755,-34.49238872947297,5.1282718838406485,-16.15642912651111,-28.585146858257627,11.911041179752008,-1.48429039497258,-8.297859281525128,12.318732844979412,-6.047297317353287,-6.462383923569485,6.41432523071757,-9.113289147811894,0
./datasets/0/0_jackson_1.wav,-324.5782465494724,210.15330257010413,-13.744183662836297,16.807200418702543,24.741697753619764,-36.7600625179042,-22.90827584051396,-14.583245598347892,-26.354379622790265,-6.257665604850812,-14.445751905381579,-25.187407618176437,-1.003836485798542,-6.661771740901116,-17.844744312325652,1.2045167885228563,-2.4139305857393176,-11.308710189133725,0.8893086141861264,-6.368982456640945,0
./datasets/0/0_nicolas_10.wav,-328.1036856147844,191.44050538002153,-46.839101170508954,38.55104357751105,31.84562826940165,-34.483388801394135,16.114543291077652,0.5527055358748083,-33.38499176063079,2.8621915132711253,-13.529736218419359,-25.305420874706513,9.867579874704063,-2.706980754866346,-9.005166681169674,10.925210639781815,-3.84745486932187,-4.627578003315881,5.531337336410189,-8.283756790165643,0
./datasets/0/0_jackson_47.wav,-301.7806055493969,189.66384608129107,-16.759096591560837,31.75287632444384,41.31735431499662,-18.182083976110672,-18.266495921692417,-32.49879941139439,-29.74929728914629,3.9860500611921013,-21.644946065078063,-28.274715567336592,12.008926378940757,-1.5277888647696876,-17.5150085460271,0.2071975814946061,-9.949684040812567,-11.847006496513877,0.8072936535347488,-16.726111933940704,0
./datasets/0/0_jackson_0.wav,-265.3525631655808,202.03449085364855,-33.282623692807455,9.322287311312943,26.52050393764255,-27.215982523164296,-16.39219282674441,-22.73281132736891,-29.323344815307514,-1.1124472031745816,-18.01920516413192,-30.000855816287174,-4.890528634099084,-10.079720825841312,-9.856287931440953,3.9271205117733645,-10.643977889783983,-5.607639739813528,6.377361631498908,-16.24936245649917,0
